306,219,189,207,111,96,30,68,83,81,50
280,32,22,23,8,3,1,2,1,1,0
139,0,28,17,3,2,0,2,1,2,0
115,0,0,20,6,3,1,3,2,1,0
126,0,0,0,5,0,3,2,2,0,1
80,0,0,0,0,12,3,1,1,2,1
65,0,0,0,0,0,2,4,8,5,2
14,0,0,0,0,0,0,2,1,1,0
50,0,0,0,0,0,0,0,4,5,1
54,0,0,0,0,0,0,0,0,9,1
55,0,0,0,0,0,0,0,0,0,6
